r_id,feedback_id,v_id,v_type,questions,answers
R0327,F0327,V0656,Four wheeler,rate the cleanliness of your cab,4
R0327,F0327,V0656,Four wheeler,how was the drivers behavior,3
R0328,F0328,V0629,Auto,rate the cleanliness of your cab,2
R0328,F0328,V0629,Auto,how was the drivers behavior,2
R0330,F0330,V0850,Auto,rate the cleanliness of your cab,1
R0330,F0330,V0850,Auto,how was the drivers behavior,2
R0331,F0331,V0535,Auto,rate the cleanliness of your cab,3
R0331,F0331,V0535,Auto,how was the drivers behavior,4
R0332,F0332,V0702,Auto,rate the cleanliness of your cab,1
R0332,F0332,V0702,Auto,how was the drivers behavior,4
R0334,F0334,V0303,Auto,rate the cleanliness of your cab,1
R0334,F0334,V0303,Auto,how was the drivers behavior,1
R0336,F0336,V0668,Four wheeler,rate the cleanliness of your cab,2
R0336,F0336,V0668,Four wheeler,how was the drivers behavior,2
R0337,F0337,V0045,Auto,rate the cleanliness of your cab,3
R0337,F0337,V0045,Auto,how was the drivers behavior,4
R0338,F0338,V0840,Auto,rate the cleanliness of your cab,1
R0338,F0338,V0840,Auto,how was the drivers behavior,4
R0339,F0339,V0152,Four wheeler,rate the cleanliness of your cab,2
R0339,F0339,V0152,Four wheeler,how was the drivers behavior,4
R0340,F0340,V0551,Four wheeler,rate the cleanliness of your cab,2
R0340,F0340,V0551,Four wheeler,how was the drivers behavior,4
R0341,F0341,V0737,Auto,rate the cleanliness of your cab,2
R0341,F0341,V0737,Auto,how was the drivers behavior,2
R0342,F0342,V0791,Auto,rate the cleanliness of your cab,3
R0342,F0342,V0791,Auto,how was the drivers behavior,4
R0344,F0344,V0777,Auto,rate the cleanliness of your cab,1
R0344,F0344,V0777,Auto,how was the drivers behavior,2
R0345,F0345,V0047,Four wheeler,rate the cleanliness of your cab,3
R0345,F0345,V0047,Four wheeler,how was the drivers behavior,3
R0349,F0349,V0290,Auto,rate the cleanliness of your cab,2
R0349,F0349,V0290,Auto,how was the drivers behavior,4
R0352,F0352,V0316,Auto,rate the cleanliness of your cab,4
R0352,F0352,V0316,Auto,how was the drivers behavior,1
R0354,F0354,V0757,Auto,rate the cleanliness of your cab,4
R0354,F0354,V0757,Auto,how was the drivers behavior,3
R0355,F0355,V0722,Four wheeler,rate the cleanliness of your cab,2
R0355,F0355,V0722,Four wheeler,how was the drivers behavior,3
R0357,F0357,V0133,Four wheeler,rate the cleanliness of your cab,1
R0357,F0357,V0133,Four wheeler,how was the drivers behavior,2
R0358,F0358,V0172,Four wheeler,rate the cleanliness of your cab,3
R0358,F0358,V0172,Four wheeler,how was the drivers behavior,3
R0359,F0359,V0701,Four wheeler,rate the cleanliness of your cab,4
R0359,F0359,V0701,Four wheeler,how was the drivers behavior,3
R0360,F0360,V0752,Four wheeler,rate the cleanliness of your cab,4
R0360,F0360,V0752,Four wheeler,how was the drivers behavior,4
R0361,F0361,V0156,Four wheeler,rate the cleanliness of your cab,2
R0361,F0361,V0156,Four wheeler,how was the drivers behavior,2
R0362,F0362,V0703,Auto,rate the cleanliness of your cab,4
R0362,F0362,V0703,Auto,how was the drivers behavior,4
R0364,F0364,V0266,Auto,rate the cleanliness of your cab,1
R0364,F0364,V0266,Auto,how was the drivers behavior,1
R0365,F0365,V0195,Four wheeler,rate the cleanliness of your cab,3
R0365,F0365,V0195,Four wheeler,how was the drivers behavior,4
R0366,F0366,V0467,Auto,rate the cleanliness of your cab,2
R0366,F0366,V0467,Auto,how was the drivers behavior,3
R0367,F0367,V0362,Four wheeler,rate the cleanliness of your cab,1
R0367,F0367,V0362,Four wheeler,how was the drivers behavior,4
R0368,F0368,V0482,Auto,rate the cleanliness of your cab,3
R0368,F0368,V0482,Auto,how was the drivers behavior,4
R0369,F0369,V0494,Auto,rate the cleanliness of your cab,1
R0369,F0369,V0494,Auto,how was the drivers behavior,3
R0371,F0371,V0334,Four wheeler,rate the cleanliness of your cab,4
R0371,F0371,V0334,Four wheeler,how was the drivers behavior,1
R0372,F0372,V0675,Auto,rate the cleanliness of your cab,3
R0372,F0372,V0675,Auto,how was the drivers behavior,2
R0374,F0374,V0382,Auto,rate the cleanliness of your cab,1
R0374,F0374,V0382,Auto,how was the drivers behavior,3
R0375,F0375,V0216,Four wheeler,rate the cleanliness of your cab,4
R0375,F0375,V0216,Four wheeler,how was the drivers behavior,4
R0377,F0377,V0213,Four wheeler,rate the cleanliness of your cab,3
R0377,F0377,V0213,Four wheeler,how was the drivers behavior,2
R0378,F0378,V0658,Four wheeler,rate the cleanliness of your cab,2
R0378,F0378,V0658,Four wheeler,how was the drivers behavior,3
R0379,F0379,V0679,Auto,rate the cleanliness of your cab,4
R0379,F0379,V0679,Auto,how was the drivers behavior,2
R0383,F0383,V0055,Auto,rate the cleanliness of your cab,3
R0383,F0383,V0055,Auto,how was the drivers behavior,2
R0384,F0384,V0507,Auto,rate the cleanliness of your cab,4
R0384,F0384,V0507,Auto,how was the drivers behavior,1
R0385,F0385,V0157,Four wheeler,rate the cleanliness of your cab,2
R0385,F0385,V0157,Four wheeler,how was the drivers behavior,4
R0386,F0386,V0788,Auto,rate the cleanliness of your cab,2
R0386,F0386,V0788,Auto,how was the drivers behavior,1
R0388,F0388,V0643,Auto,rate the cleanliness of your cab,1
R0388,F0388,V0643,Auto,how was the drivers behavior,3
R0389,F0389,V0085,Four wheeler,rate the cleanliness of your cab,2
R0389,F0389,V0085,Four wheeler,how was the drivers behavior,4
R0390,F0390,V0285,Auto,rate the cleanliness of your cab,1
R0390,F0390,V0285,Auto,how was the drivers behavior,2
R0391,F0391,V0383,Four wheeler,rate the cleanliness of your cab,3
R0391,F0391,V0383,Four wheeler,how was the drivers behavior,2
R0393,F0393,V0800,Four wheeler,rate the cleanliness of your cab,2
R0393,F0393,V0800,Four wheeler,how was the drivers behavior,1
R0396,F0396,V0358,Auto,rate the cleanliness of your cab,1
R0396,F0396,V0358,Auto,how was the drivers behavior,3
R0398,F0398,V0806,Auto,rate the cleanliness of your cab,1
R0398,F0398,V0806,Auto,how was the drivers behavior,4
R0399,F0399,V0294,Auto,rate the cleanliness of your cab,2
R0399,F0399,V0294,Auto,how was the drivers behavior,1
R0400,F0400,V0145,Four wheeler,rate the cleanliness of your cab,2
R0400,F0400,V0145,Four wheeler,how was the drivers behavior,2
R0401,F0401,V0589,Auto,rate the cleanliness of your cab,2
R0401,F0401,V0589,Auto,how was the drivers behavior,3
R0403,F0403,V0429,Four wheeler,rate the cleanliness of your cab,2
R0403,F0403,V0429,Four wheeler,how was the drivers behavior,1
R0404,F0404,V0002,Auto,rate the cleanliness of your cab,4
R0404,F0404,V0002,Auto,how was the drivers behavior,1
R0405,F0405,V0783,Four wheeler,rate the cleanliness of your cab,2
R0405,F0405,V0783,Four wheeler,how was the drivers behavior,3
R0407,F0407,V0540,Four wheeler,rate the cleanliness of your cab,4
R0407,F0407,V0540,Four wheeler,how was the drivers behavior,4
R0408,F0408,V0028,Auto,rate the cleanliness of your cab,4
R0408,F0408,V0028,Auto,how was the drivers behavior,1
R0409,F0409,V0341,Four wheeler,rate the cleanliness of your cab,4
R0409,F0409,V0341,Four wheeler,how was the drivers behavior,2
R0410,F0410,V0524,Auto,rate the cleanliness of your cab,2
R0410,F0410,V0524,Auto,how was the drivers behavior,2
R0411,F0411,V0597,Auto,rate the cleanliness of your cab,4
R0411,F0411,V0597,Auto,how was the drivers behavior,2
R0413,F0413,V0623,Auto,rate the cleanliness of your cab,4
R0413,F0413,V0623,Auto,how was the drivers behavior,4
R0414,F0414,V0824,Four wheeler,rate the cleanliness of your cab,2
R0414,F0414,V0824,Four wheeler,how was the drivers behavior,3
R0416,F0416,V0749,Auto,rate the cleanliness of your cab,1
R0416,F0416,V0749,Auto,how was the drivers behavior,2
R0420,F0420,V0260,Auto,rate the cleanliness of your cab,1
R0420,F0420,V0260,Auto,how was the drivers behavior,4
R0422,F0422,V0836,Four wheeler,rate the cleanliness of your cab,1
R0422,F0422,V0836,Four wheeler,how was the drivers behavior,1
R0424,F0424,V0779,Auto,rate the cleanliness of your cab,4
R0424,F0424,V0779,Auto,how was the drivers behavior,2
R0425,F0425,V0290,Auto,rate the cleanliness of your cab,3
R0425,F0425,V0290,Auto,how was the drivers behavior,3
R0426,F0426,V0783,Four wheeler,rate the cleanliness of your cab,4
R0426,F0426,V0783,Four wheeler,how was the drivers behavior,4
R0427,F0427,V0431,Four wheeler,rate the cleanliness of your cab,3
R0427,F0427,V0431,Four wheeler,how was the drivers behavior,2
R0428,F0428,V0320,Auto,rate the cleanliness of your cab,3
R0428,F0428,V0320,Auto,how was the drivers behavior,3
R0429,F0429,V0684,Auto,rate the cleanliness of your cab,1
R0429,F0429,V0684,Auto,how was the drivers behavior,2
R0432,F0432,V0350,Auto,rate the cleanliness of your cab,2
R0432,F0432,V0350,Auto,how was the drivers behavior,1
R0433,F0433,V0399,Auto,rate the cleanliness of your cab,3
R0433,F0433,V0399,Auto,how was the drivers behavior,1
R0434,F0434,V0674,Auto,rate the cleanliness of your cab,3
R0434,F0434,V0674,Auto,how was the drivers behavior,2
R0435,F0435,V0343,Auto,rate the cleanliness of your cab,3
R0435,F0435,V0343,Auto,how was the drivers behavior,4
R0436,F0436,V0658,Four wheeler,rate the cleanliness of your cab,4
R0436,F0436,V0658,Four wheeler,how was the drivers behavior,3
R0437,F0437,V0834,Auto,rate the cleanliness of your cab,1
R0437,F0437,V0834,Auto,how was the drivers behavior,3
R0439,F0439,V0444,Four wheeler,rate the cleanliness of your cab,3
R0439,F0439,V0444,Four wheeler,how was the drivers behavior,1
R0440,F0440,V0332,Four wheeler,rate the cleanliness of your cab,4
R0440,F0440,V0332,Four wheeler,how was the drivers behavior,2
R0443,F0443,V0362,Four wheeler,rate the cleanliness of your cab,2
R0443,F0443,V0362,Four wheeler,how was the drivers behavior,4
R0444,F0444,V0519,Four wheeler,rate the cleanliness of your cab,3
R0444,F0444,V0519,Four wheeler,how was the drivers behavior,1
R0446,F0446,V0441,Four wheeler,rate the cleanliness of your cab,1
R0446,F0446,V0441,Four wheeler,how was the drivers behavior,2
R0447,F0447,V0443,Four wheeler,rate the cleanliness of your cab,3
R0447,F0447,V0443,Four wheeler,how was the drivers behavior,3
R0448,F0448,V0115,Auto,rate the cleanliness of your cab,3
R0448,F0448,V0115,Auto,how was the drivers behavior,4
R0450,F0450,V0346,Four wheeler,rate the cleanliness of your cab,3
R0450,F0450,V0346,Four wheeler,how was the drivers behavior,1
R0452,F0452,V0115,Auto,rate the cleanliness of your cab,3
R0452,F0452,V0115,Auto,how was the drivers behavior,4
R0453,F0453,V0216,Four wheeler,rate the cleanliness of your cab,3
R0453,F0453,V0216,Four wheeler,how was the drivers behavior,2
R0456,F0456,V0636,Four wheeler,rate the cleanliness of your cab,4
R0456,F0456,V0636,Four wheeler,how was the drivers behavior,2
R0457,F0457,V0024,Four wheeler,rate the cleanliness of your cab,3
R0457,F0457,V0024,Four wheeler,how was the drivers behavior,3
R0458,F0458,V0383,Four wheeler,rate the cleanliness of your cab,3
R0458,F0458,V0383,Four wheeler,how was the drivers behavior,4
R0459,F0459,V0456,Auto,rate the cleanliness of your cab,3
R0459,F0459,V0456,Auto,how was the drivers behavior,2
R0461,F0461,V0008,Auto,rate the cleanliness of your cab,2
R0461,F0461,V0008,Auto,how was the drivers behavior,4
R0462,F0462,V0042,Four wheeler,rate the cleanliness of your cab,4
R0462,F0462,V0042,Four wheeler,how was the drivers behavior,1
R0463,F0463,V0734,Auto,rate the cleanliness of your cab,1
R0463,F0463,V0734,Auto,how was the drivers behavior,2
R0464,F0464,V0256,Auto,rate the cleanliness of your cab,3
R0464,F0464,V0256,Auto,how was the drivers behavior,4
R0465,F0465,V0686,Auto,rate the cleanliness of your cab,2
R0465,F0465,V0686,Auto,how was the drivers behavior,2
R0466,F0466,V0069,Four wheeler,rate the cleanliness of your cab,4
R0466,F0466,V0069,Four wheeler,how was the drivers behavior,4
R0467,F0467,V0657,Auto,rate the cleanliness of your cab,3
R0467,F0467,V0657,Auto,how was the drivers behavior,1
R0468,F0468,V0330,Four wheeler,rate the cleanliness of your cab,1
R0468,F0468,V0330,Four wheeler,how was the drivers behavior,4
R0470,F0470,V0526,Four wheeler,rate the cleanliness of your cab,4
R0470,F0470,V0526,Four wheeler,how was the drivers behavior,1
R0471,F0471,V0416,Four wheeler,rate the cleanliness of your cab,1
R0471,F0471,V0416,Four wheeler,how was the drivers behavior,4
R0472,F0472,V0685,Auto,rate the cleanliness of your cab,1
R0472,F0472,V0685,Auto,how was the drivers behavior,4
R0473,F0473,V0507,Auto,rate the cleanliness of your cab,1
R0473,F0473,V0507,Auto,how was the drivers behavior,3
R0475,F0475,V0628,Auto,rate the cleanliness of your cab,3
R0475,F0475,V0628,Auto,how was the drivers behavior,3
R0476,F0476,V0732,Auto,rate the cleanliness of your cab,3
R0476,F0476,V0732,Auto,how was the drivers behavior,1
R0477,F0477,V0169,Four wheeler,rate the cleanliness of your cab,1
R0477,F0477,V0169,Four wheeler,how was the drivers behavior,2
R0478,F0478,V0046,Auto,rate the cleanliness of your cab,4
R0478,F0478,V0046,Auto,how was the drivers behavior,3
R0480,F0480,V0283,Auto,rate the cleanliness of your cab,1
R0480,F0480,V0283,Auto,how was the drivers behavior,4
R0482,F0482,V0378,Auto,rate the cleanliness of your cab,4
R0482,F0482,V0378,Auto,how was the drivers behavior,4
R0485,F0485,V0191,Auto,rate the cleanliness of your cab,1
R0485,F0485,V0191,Auto,how was the drivers behavior,4
R0486,F0486,V0290,Auto,rate the cleanliness of your cab,1
R0486,F0486,V0290,Auto,how was the drivers behavior,2
R0487,F0487,V0586,Four wheeler,rate the cleanliness of your cab,3
R0487,F0487,V0586,Four wheeler,how was the drivers behavior,2
R0488,F0488,V0733,Four wheeler,rate the cleanliness of your cab,1
R0488,F0488,V0733,Four wheeler,how was the drivers behavior,2
R0489,F0489,V0114,Four wheeler,rate the cleanliness of your cab,1
R0489,F0489,V0114,Four wheeler,how was the drivers behavior,3
R0491,F0491,V0780,Auto,rate the cleanliness of your cab,1
R0491,F0491,V0780,Auto,how was the drivers behavior,3
R0493,F0493,V0647,Auto,rate the cleanliness of your cab,4
R0493,F0493,V0647,Auto,how was the drivers behavior,1
R0494,F0494,V0540,Four wheeler,rate the cleanliness of your cab,1
R0494,F0494,V0540,Four wheeler,how was the drivers behavior,1
R0495,F0495,V0289,Auto,rate the cleanliness of your cab,3
R0495,F0495,V0289,Auto,how was the drivers behavior,2
R0496,F0496,V0715,Auto,rate the cleanliness of your cab,1
R0496,F0496,V0715,Auto,how was the drivers behavior,2
R0497,F0497,V0136,Auto,rate the cleanliness of your cab,3
R0497,F0497,V0136,Auto,how was the drivers behavior,2
R0498,F0498,V0172,Four wheeler,rate the cleanliness of your cab,2
R0498,F0498,V0172,Four wheeler,how was the drivers behavior,3
R0500,F0500,V0501,Auto,rate the cleanliness of your cab,1
R0500,F0500,V0501,Auto,how was the drivers behavior,4
R0501,F0501,V0770,Auto,rate the cleanliness of your cab,3
R0501,F0501,V0770,Auto,how was the drivers behavior,1
R0502,F0502,V0794,Four wheeler,rate the cleanliness of your cab,3
R0502,F0502,V0794,Four wheeler,how was the drivers behavior,2
R0504,F0504,V0295,Auto,rate the cleanliness of your cab,2
R0504,F0504,V0295,Auto,how was the drivers behavior,2
R0506,F0506,V0122,Four wheeler,rate the cleanliness of your cab,3
R0506,F0506,V0122,Four wheeler,how was the drivers behavior,2
R0507,F0507,V0524,Auto,rate the cleanliness of your cab,4
R0507,F0507,V0524,Auto,how was the drivers behavior,2
R0508,F0508,V0665,Auto,rate the cleanliness of your cab,3
R0508,F0508,V0665,Auto,how was the drivers behavior,3
R0509,F0509,V0822,Auto,rate the cleanliness of your cab,2
R0509,F0509,V0822,Auto,how was the drivers behavior,4
R0510,F0510,V0105,Four wheeler,rate the cleanliness of your cab,3
R0510,F0510,V0105,Four wheeler,how was the drivers behavior,1
R0511,F0511,V0780,Auto,rate the cleanliness of your cab,3
R0511,F0511,V0780,Auto,how was the drivers behavior,1
R0512,F0512,V0672,Auto,rate the cleanliness of your cab,4
R0512,F0512,V0672,Auto,how was the drivers behavior,2
R0513,F0513,V0727,Auto,rate the cleanliness of your cab,4
R0513,F0513,V0727,Auto,how was the drivers behavior,4
R0516,F0516,V0508,Four wheeler,rate the cleanliness of your cab,3
R0516,F0516,V0508,Four wheeler,how was the drivers behavior,1
R0517,F0517,V0099,Auto,rate the cleanliness of your cab,3
R0517,F0517,V0099,Auto,how was the drivers behavior,1
R0521,F0521,V0458,Auto,rate the cleanliness of your cab,2
R0521,F0521,V0458,Auto,how was the drivers behavior,1
R0522,F0522,V0753,Auto,rate the cleanliness of your cab,3
R0522,F0522,V0753,Auto,how was the drivers behavior,2
R0524,F0524,V0415,Four wheeler,rate the cleanliness of your cab,4
R0524,F0524,V0415,Four wheeler,how was the drivers behavior,4
R0526,F0526,V0678,Auto,rate the cleanliness of your cab,3
R0526,F0526,V0678,Auto,how was the drivers behavior,3
R0527,F0527,V0848,Auto,rate the cleanliness of your cab,4
R0527,F0527,V0848,Auto,how was the drivers behavior,4
R0528,F0528,V0722,Four wheeler,rate the cleanliness of your cab,1
R0528,F0528,V0722,Four wheeler,how was the drivers behavior,3
R0531,F0531,V0204,Auto,rate the cleanliness of your cab,4
R0531,F0531,V0204,Auto,how was the drivers behavior,1
R0532,F0532,V0767,Auto,rate the cleanliness of your cab,4
R0532,F0532,V0767,Auto,how was the drivers behavior,4
R0533,F0533,V0131,Auto,rate the cleanliness of your cab,4
R0533,F0533,V0131,Auto,how was the drivers behavior,4
R0534,F0534,V0686,Auto,rate the cleanliness of your cab,1
R0534,F0534,V0686,Auto,how was the drivers behavior,2
R0535,F0535,V0614,Auto,rate the cleanliness of your cab,4
R0535,F0535,V0614,Auto,how was the drivers behavior,2
R0536,F0536,V0501,Auto,rate the cleanliness of your cab,4
R0536,F0536,V0501,Auto,how was the drivers behavior,2
R0537,F0537,V0260,Auto,rate the cleanliness of your cab,3
R0537,F0537,V0260,Auto,how was the drivers behavior,1
R0538,F0538,V0164,Four wheeler,rate the cleanliness of your cab,4
R0538,F0538,V0164,Four wheeler,how was the drivers behavior,2
R0539,F0539,V0838,Auto,rate the cleanliness of your cab,4
R0539,F0539,V0838,Auto,how was the drivers behavior,2
R0540,F0540,V0741,Auto,rate the cleanliness of your cab,2
R0540,F0540,V0741,Auto,how was the drivers behavior,3
R0541,F0541,V0205,Four wheeler,rate the cleanliness of your cab,1
R0541,F0541,V0205,Four wheeler,how was the drivers behavior,4
R0542,F0542,V0776,Auto,rate the cleanliness of your cab,1
R0542,F0542,V0776,Auto,how was the drivers behavior,1
R0543,F0543,V0747,Four wheeler,rate the cleanliness of your cab,2
